INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,X,Y
I172041743,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/26/17,2017,5,Friday,19,Part Two,WASHINGTON ST,42.31538,-71.0987
I172041693,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/26/17,2017,5,Friday,17,Part Two,NORTHAMPTON ST,42.33943,-71.0818
I172041339,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/25/17,2017,5,Thursday,12,Part Two,ALBANY ST,42.33429,-71.0724
I172040895,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/24/17,2017,5,Wednesday,8,Part Two,ALBANY ST,42.33429,-71.0724
I172040804,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,5/23/17,2017,5,Tuesday,20,Part Two,GERARD ST,42.33131,-71.07195
I172040629,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,5/23/17,2017,5,Tuesday,11,Part Two,ADAMS ST,42.30569,-71.06165
I172040444,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,,5/22/17,2017,5,Monday,16,Part Two,METROPOLITAN AVE,42.26042,-71.11569
I172039893,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/20/17,2017,5,Saturday,18,Part Two,WALNUT PARK,42.31524,-71.09596
I172039629,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,5/19/17,2017,5,Friday,20,Part Two,MASSACHUSETTS AVE,42.33253,-71.07213
I172039603,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,5/19/17,2017,5,Friday,19,Part Two,E SIXTH ST,42.33296,-71.04418
I172039263,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,,5/18/17,2017,5,Thursday,19,Part Two,N BEACON ST,42.35596,-71.14831
I172039157,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A15,,5/18/17,2017,5,Thursday,13,Part Two,WARREN ST,42.32823,-71.08329
I172039112,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,5/18/17,2017,5,Thursday,11,Part Two,ZEIGLER ST,42.32951,-71.08398
I172038913,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/17/17,2017,5,Wednesday,17,Part Two,BICKFORD ST,42.32641,-71.10134
I172038886,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/17/17,2017,5,Wednesday,16,Part Two,W WALNUT PARK,42.31721,-71.0988
I172038783,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/17/17,2017,5,Wednesday,9,Part Two,ALBANY ST,42.33568,-71.07043
I172038143,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,5/15/17,2017,5,Monday,14,Part Two,FOX ST,42.30627,-71.06362
I172037700,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,5/13/17,2017,5,Saturday,18,Part Two,CHARLES ST,42.30061,-71.06127
I172037452,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/12/17,2017,5,Friday,18,Part Two,WASHINGTON ST,42.31409,-71.09999
I172037445,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,5/12/17,2017,5,Friday,19,Part Two,D ST,42.33671,-71.05331
I172037120,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,,5/11/17,2017,5,Thursday,17,Part Two,AMERICAN LEGION HWY,42.27727,-71.11573
I172036923,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,5/11/17,2017,5,Thursday,2,Part Two,DORCHESTER AVE,42.28403,-71.06479
I172036635,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/10/17,2017,5,Wednesday,1,Part Two,IFFLEY RD,42.31302,-71.10103
I172036546,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/9/17,2017,5,Tuesday,18,Part Two,COLUMBUS AVE,42.31501,-71.09757
I172035705,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,5/6/17,2017,5,Saturday,19,Part Two,DORCHESTER AVE,42.30948,-71.058
I172035679,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,5/6/17,2017,5,Saturday,17,Part Two,MILES ST,42.31844,-71.1004
I172035644,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,1/15/18,2018,1,Monday,15,Part Two,CENTRE ST,42.32291,-71.10328
I172035545,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/6/17,2017,5,Saturday,7,Part Two,HARRISON AVE,42.33512,-71.07492
I172035199,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,5/5/17,2017,5,Friday,2,Part Two,ALLSTATE RD,42.32697,-71.06199
I172035126,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,,5/4/17,2017,5,Thursday,20,Part Two,BLAKE ST,42.26894,-71.10478
I172035059,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,5/4/17,2017,5,Thursday,16,Part Two,POPLAR ST,42.281,-71.12599
I172035030,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,5/4/17,2017,5,Thursday,16,Part Two,WASHINGTON ST,42.32866,-71.08563
I172035029,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,5/4/17,2017,5,Thursday,14,Part Two,WASHINGTON ST,42.32866,-71.08563
I172035028,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,5/4/17,2017,5,Thursday,16,Part Two,ROXBURY ST,42.32961,-71.08462
I172034949,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/4/17,2017,5,Thursday,10,Part Two,ALBANY ST,42.33568,-71.07043
I172034623,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/3/17,2017,5,Wednesday,10,Part Two,ALBANY ST,42.33521,-71.0711
I172034576,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,5/3/17,2017,5,Wednesday,6,Part Two,WALDECK ST,42.29882,-71.0657
I172034416,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/2/17,2017,5,Tuesday,17,Part Two,E SPRINGFIELD ST,42.33546,-71.07449
I172034130,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,5/1/17,2017,5,Monday,18,Part Two,ELLINGTON ST,42.30155,-71.08118
I172034108,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,5/1/17,2017,5,Monday,17,Part Two,MASSACHUSETTS AVE,42.33689,-71.07755
I172033778,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,4/30/17,2017,4,Sunday,15,Part Two,FREMONT ST,42.26995,-71.09007
I172033567,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,4/29/17,2017,4,Saturday,17,Part Two,ROXBURY ST,42.32952,-71.08531
I172033539,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,4/29/17,2017,4,Saturday,17,Part Two,DORCHESTER AVE,42.33138,-71.05698
I172033529,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,4/29/17,2017,4,Saturday,18,Part Two,HARRISON AVENUE EXT,42.35314,-71.06144
I172033512,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,,4/29/17,2017,4,Saturday,17,Part Two,BRIGHTON AVE,42.3533,-71.13505
I172033464,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,4/29/17,2017,4,Saturday,14,Part Two,CENTRE ST,42.32253,-71.10683
I172033432,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,4/29/17,2017,4,Saturday,12,Part Two,ADAMS ST,42.28358,-71.05566
I172033212,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,4/28/17,2017,4,Friday,18,Part Two,,42.35334,-71.05935
I172033157,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,,4/28/17,2017,4,Friday,15,Part Two,COMMONWEALTH AVE,42.34901,-71.1386
I172032811,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,4/27/17,2017,4,Thursday,14,Part Two,TOBIN RD,42.25871,-71.16027
I172032316,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,4/25/17,2017,4,Tuesday,19,Part Two,CENTRE ST,42.32291,-71.10328
I172032037,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,4/24/17,2017,4,Monday,19,Part Two,DALESSIO CT,42.3379,-71.05611
I172031612,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/23/17,2017,4,Sunday,13,Part Two,HARRISON AVE,42.33556,-71.07436
I172031370,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/22/17,2017,4,Saturday,14,Part Two,WASHINGTON ST,42.33622,-71.07734
I172031159,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,4/21/17,2017,4,Friday,17,Part Two,CITY HALL PLZ,42.35972,-71.05852
I172031120,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,4/21/17,2017,4,Friday,16,Part Two,CORNELL ST,42.27805,-71.13337
I172030611,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,4/19/17,2017,4,Wednesday,18,Part Two,BRADSTON ST,42.33235,-71.07139
I172030582,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,4/19/17,2017,4,Wednesday,15,Part Two,WASHINGTON ST,42.35512,-71.06088
I172030578,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/19/17,2017,4,Wednesday,15,Part Two,HARRISON AVE,42.33512,-71.07492
I172030278,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,4/18/17,2017,4,Tuesday,16,Part Two,CENTRE ST,42.32291,-71.10328
I172029200,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/14/17,2017,4,Friday,18,Part Two,BALL ST,42.33349,-71.08064
I172029132,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/14/17,2017,4,Friday,14,Part Two,BEACON ST,42.35055,-71.09056
I172029064,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,4/14/17,2017,4,Friday,10,Part Two,PARK ST,42.29685,-71.06702
I172028819,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/13/17,2017,4,Thursday,15,Part Two,FAIRFIELD ST,42.35166,-71.08316
I172028571,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/12/17,2017,4,Wednesday,16,Part Two,HARRISON AVE,42.33512,-71.07492
I172027424,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,4/8/17,2017,4,Saturday,19,Part Two,CENTRE ST,42.32271,-71.09932
I172027384,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,4/8/17,2017,4,Saturday,16,Part Two,BLUE HILL AVE,42.27929,-71.093
I172026624,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,9/26/17,2017,9,Tuesday,0,Part Two,MAMELON CIR,42.27079,-71.08966
I172026192,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,,4/4/17,2017,4,Tuesday,15,Part Two,HYDE PARK AVE,42.25333,-71.12467
I172026159,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,8/9/17,2017,8,Wednesday,10,Part Two,WASHINGTON ST,42.35546,-71.06052
I172025616,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,4/2/17,2017,4,Sunday,17,Part Two,ALBANY ST,42.33361,-71.07337
I172025229,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,8/25/17,2017,8,Friday,12,Part Two,BISMARCK ST,42.27036,-71.09949
I172024907,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,3/31/17,2017,3,Friday,10,Part Two,FAWNDALE RD,42.28907,-71.12117
I172024852,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,3/31/17,2017,3,Friday,1,Part Two,BLOOMFIELD ST,42.29829,-71.07104
I172024700,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,,3/30/17,2017,3,Thursday,15,Part Two,HYDE PARK AVE,42.25879,-71.1234
I172024433,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,,3/29/17,2017,3,Wednesday,17,Part Two,BORDER ST,42.37958,-71.04011
I172024046,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,,3/28/17,2017,3,Tuesday,11,Part Two,COMMONWEALTH AVE,42.34195,-71.14452
I172023866,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,3/27/17,2017,3,Monday,17,Part Two,EVERTON ST,42.304,-71.07206
I172023865,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,3/27/17,2017,3,Monday,16,Part Two,GENEVA AVE,42.30461,-71.07297
I172023542,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,3/26/17,2017,3,Sunday,15,Part Two,HARRISON AVE,42.33512,-71.07492
I172023349,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,3/25/17,2017,3,Saturday,20,Part Two,DR. MICHAEL GAVIN WAY,42.32542,-71.05418
I172023054,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,3/24/17,2017,3,Friday,17,Part Two,CENTRE ST,42.32281,-71.10057
I172023019,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,3/24/17,2017,3,Friday,17,Part Two,COURT ST,42.35892,-71.05835
I172023014,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,,3/24/17,2017,3,Friday,16,Part Two,FRANKFORT ST,42.38102,-71.02208
I172022944,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,3/24/17,2017,3,Friday,10,Part Two,HARRISON AVE,42.33512,-71.07492
I172022790,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,3/23/17,2017,3,Thursday,18,Part Two,HORADAN WAY,42.33427,-71.09822
I172022780,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,,3/23/17,2017,3,Thursday,18,Part Two,BENNINGTON ST,42.38595,-71.00902
I172022695,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,,3/23/17,2017,3,Thursday,8,Part Two,MARKET ST,42.35616,-71.1491
I172022241,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,3/21/17,2017,3,Tuesday,21,Part Two,DORCHESTER AVE,42.32029,-71.05677
I172022199,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,3/21/17,2017,3,Tuesday,18,Part Two,HARRISON AVE,42.33512,-71.07492
I172022156,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,3/21/17,2017,3,Tuesday,17,Part Two,POPLAR ST,42.2838,-71.12836
I172021905,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,3/20/17,2017,3,Monday,20,Part Two,ASHMONT ST,42.28513,-71.06673
I172021658,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,3/20/17,2017,3,Monday,6,Part Two,FOTTLER RD,42.27792,-71.09641
I172021297,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,3/18/17,2017,3,Saturday,22,Part Two,HUMPHREYS PL,42.31922,-71.06784
I172021143,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,,3/18/17,2017,3,Saturday,12,Part Two,AMERICAN LEGION HWY,42.29818,-71.08692
I172019950,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,3/13/17,2017,3,Monday,20,Part Two,BOYLSTON ST,42.31694,-71.10395
I172019939,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,3/13/17,2017,3,Monday,19,Part Two,HYDE PARK AVE,42.26701,-71.12096
I172019903,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,3/13/17,2017,3,Monday,18,Part Two,D ST,42.33625,-71.05388
I172019657,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,3/12/17,2017,3,Sunday,19,Part Two,WARREN ST,42.31011,-71.08299
I172019580,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,,3/12/17,2017,3,Sunday,16,Part Two,N BEACON ST,42.35596,-71.14831
I172019069,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,3/10/17,2017,3,Friday,14,Part Two,DUDLEY ST,42.32018,-71.07129
I172018653,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,3/9/17,2017,3,Thursday,8,Part Two,ZEIGLER ST,42.32898,-71.07957
I172018269,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,3/7/17,2017,3,Tuesday,18,Part Two,ALLSTATE RD,42.32697,-71.06199
I172018239,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,3/7/17,2017,3,Tuesday,18,Part Two,WASHINGTON ST,42.31538,-71.0987
I172017985,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,3/6/17,2017,3,Monday,18,Part Two,HARRISON AVE,42.33512,-71.07492
I172017936,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,,3/6/17,2017,3,Monday,17,Part Two,CONDOR ST,42.38257,-71.03026
I172017248,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,3/3/17,2017,3,Friday,18,Part Two,WASHINGTON ST,42.31538,-71.0987
I172016897,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,3/2/17,2017,3,Thursday,16,Part Two,COTTON ST,42.29051,-71.12857
I172016883,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,3/2/17,2017,3,Thursday,18,Part Two,GAGE ST,42.33502,-71.07592
I172016691,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,3/1/17,2017,3,Wednesday,20,Part Two,HARRISON AVE,42.34285,-71.06516
I172016679,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,3/1/17,2017,3,Wednesday,20,Part Two,GALLIVAN BLVD,42.28278,-71.05414
I172016578,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,3/1/17,2017,3,Wednesday,15,Part Two,WARREN ST,42.31381,-71.08368
I172016295,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,,2/28/17,2017,2,Tuesday,17,Part Two,HYDE PARK AVE,42.25333,-71.12467
I172015437,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,2/25/17,2017,2,Saturday,17,Part Two,BUTTONWOOD ST,42.3225,-71.05588
I172015221,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,2/24/17,2017,2,Friday,20,Part Two,TREMONT ST,42.3459,-71.06946
I172015181,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,2/24/17,2017,2,Friday,18,Part Two,WELD AVE,42.31469,-71.09844
I172015103,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,2/24/17,2017,2,Friday,15,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I172014839,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,2/23/17,2017,2,Thursday,17,Part Two,BRAGDON ST,42.31732,-71.09679
I172014576,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,2/22/17,2017,2,Wednesday,19,Part Two,D ST,42.33558,-71.05467
I172014508,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,2/22/17,2017,2,Wednesday,14,Part Two,SCHOOL ST,42.31459,-71.09948
I172014498,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,2/22/17,2017,2,Wednesday,15,Part Two,SEAVER ST,42.30716,-71.08824
I172014304,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,2/21/17,2017,2,Tuesday,19,Part Two,ALEXANDER ST,42.31873,-71.06908
I172014185,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,2/21/17,2017,2,Tuesday,16,Part Two,SEAVER ST,42.31311,-71.09464
I172013722,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,2/19/17,2017,2,Sunday,20,Part Two,CENTRE ST,42.32291,-71.10328
I172013370,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,2/18/17,2017,2,Saturday,13,Part Two,DORCHESTER AVE,42.31851,-71.05674
I172013361,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,2/18/17,2017,2,Saturday,13,Part Two,WASHINGTON ST,42.26717,-71.15073
I172013170,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,2/17/17,2017,2,Friday,17,Part Two,HARRISON AVE,42.33512,-71.07492
I172012380,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,2/15/17,2017,2,Wednesday,11,Part Two,,42.33363,-71.07336
I172012116,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,2/14/17,2017,2,Tuesday,15,Part Two,SAVIN ST,42.31757,-71.08219
I172011798,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,2/13/17,2017,2,Monday,15,Part Two,ANTHONY RIP VALENTI WAY,42.36476,-71.05922
I172010734,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,2/9/17,2017,2,Thursday,1,Part Two,PARK ST,42.29878,-71.06012
I172009536,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,,2/4/17,2017,2,Saturday,12,Part Two,CONDOR ST,42.3826,-71.03931
I172009008,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,2/2/17,2017,2,Thursday,14,Part Two,WASHINGTON ST,42.35273,-71.06256
I172008883,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,2/2/17,2017,2,Thursday,6,Part Two,NORTHAMPTON ST,42.33799,-71.08004
I172008772,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,2/1/17,2017,2,Wednesday,16,Part Two,WASHINGTON ST,42.30517,-71.10878
I172008425,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,1/31/17,2017,1,Tuesday,12,Part Two,WASHINGTON ST,42.27582,-71.13991
I172008226,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,1/30/17,2017,1,Monday,16,Part Two,PLEASANT ST,42.31462,-71.06003
I172007814,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,1/29/17,2017,1,Sunday,0,Part Two,ROXBURY ST,42.32952,-71.08531
I172007364,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,1/27/17,2017,1,Friday,16,Part Two,DORCHESTER AVE,42.30948,-71.058
I172007331,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,,1/27/17,2017,1,Friday,14,Part Two,GRANADA AVE,42.27821,-71.12814
I172007068,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,,1/26/17,2017,1,Thursday,18,Part Two,GENEVA AVE,42.29849,-71.06313
I172006796,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,1/25/17,2017,1,Wednesday,18,Part Two,CAMDEN ST,42.33654,-71.07927
I172005862,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A15,,1/22/17,2017,1,Sunday,17,Part Two,O'MEARA CT,42.37888,-71.05846
I172005690,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,1/22/17,2017,1,Sunday,0,Part Two,BEACH ST,42.35146,-71.06168
I172005305,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,1/20/17,2017,1,Friday,15,Part Two,WASHINGTON ST,42.31538,-71.0987
I172005068,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,1/19/17,2017,1,Thursday,18,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I172004456,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,,1/17/17,2017,1,Tuesday,17,Part Two,WASHINGTON ST,42.31538,-71.0987
I172004453,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,,1/17/17,2017,1,Tuesday,16,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I172003524,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,1/13/17,2017,1,Friday,18,Part Two,SHAWMUT AVE,42.33294,-71.0833
I172002995,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,1/12/17,2017,1,Thursday,1,Part Two,DARTMOUTH ST,42.34762,-71.07607
I172002637,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,,1/10/17,2017,1,Tuesday,19,Part Two,TREMONT ST,42.33381,-71.10378
I172002628,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,,1/10/17,2017,1,Tuesday,18,Part Two,BURBANK ST,42.34461,-71.08973
I172002607,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,,1/10/17,2017,1,Tuesday,17,Part Two,ESSEX ST,42.35256,-71.06068
